,년월,연도,월,시도,사용량,인구밀도,위도,경도
516,2021-11-01,2021,11,경상북도,3609835.0,138.0,36.327952,128.951526
517,2011-12-01,2011,12,경상북도,3825516.0,141.0,36.327952,128.951526
518,2012-12-01,2012,12,경상북도,3910443.0,141.0,36.327952,128.951526
519,2013-12-01,2013,12,경상북도,4087492.0,141.0,36.327952,128.951526
520,2014-12-01,2014,12,경상북도,3982394.0,141.0,36.327952,128.951526
521,2015-12-01,2015,12,경상북도,3797276.0,142.0,36.327952,128.951526
522,2016-12-01,2016,12,경상북도,3963623.0,141.0,36.327952,128.951526
523,2017-12-01,2017,12,경상북도,4053979.0,141.0,36.327952,128.951526
524,2018-12-01,2018,12,경상북도,4016589.0,140.0,36.327952,128.951526
525,2019-12-01,2019,12,경상북도,3695927.0,140.0,36.327952,128.951526
526,2020-12-01,2020,12,경상북도,3686707.0,138.0,36.327952,128.951526
527,2021-12-01,2021,12,경상북도,3854201.0,137.0,36.327952,128.951526
528,2011-01-01,2011,1,광주광역시,757197.0,2906.0,35.15484,126.836647
529,2012-01-01,2012,1,광주광역시,735756.0,2924.0,35.15484,126.836647
530,2013-01-01,2013,1,광주광역시,748024.0,2934.0,35.15484,126.836647
531,2014-01-01,2014,1,광주광역시,753936.0,2941.0,35.15484,126.836647
532,2015-01-01,2015,1,광주광역시,776667.0,2947.0,35.15484,126.836647
533,2016-01-01,2016,1,광주광역시,753434.0,2939.0,35.15484,126.836647
534,2017-01-01,2017,1,광주광역시,765086.0,2933.0,35.15484,126.836647
535,2018-01-01,2018,1,광주광역시,807536.0,2922.0,35.15484,126.836647
536,2019-01-01,2019,1,광주광역시,801473.0,2913.0,35.15484,126.836647
537,2020-01-01,2020,1,광주광역시,756532.0,2907.0,35.15484,126.836647
538,2021-01-01,2021,1,광주광역시,811864.0,2892.0,35.15484,126.836647
539,2011-02-01,2011,2,광주광역시,717292.0,2910.0,35.15484,126.836647
540,2012-02-01,2012,2,광주광역시,737378.0,2927.0,35.15484,126.836647
541,2013-02-01,2013,2,광주광역시,709493.0,2936.0,35.15484,126.836647
542,2014-02-01,2014,2,광주광역시,723756.0,2940.0,35.15484,126.836647
543,2015-02-01,2015,2,광주광역시,741223.0,2948.0,35.15484,126.836647
544,2016-02-01,2016,2,광주광역시,756943.0,2938.0,35.15484,126.836647
545,2017-02-01,2017,2,광주광역시,773394.0,2931.0,35.15484,126.836647
546,2018-02-01,2018,2,광주광역시,798506.0,2920.0,35.15484,126.836647
547,2019-02-01,2019,2,광주광역시,741799.0,2912.0,35.15484,126.836647
548,2020-02-01,2020,2,광주광역시,740068.0,2906.0,35.15484,126.836647
549,2021-02-01,2021,2,광주광역시,767227.0,2890.0,35.15484,126.836647
550,2011-03-01,2011,3,광주광역시,672951.0,2910.0,35.15484,126.836647
551,2012-03-01,2012,3,광주광역시,696422.0,2927.0,35.15484,126.836647
552,2013-03-01,2013,3,광주광역시,658528.0,2936.0,35.15484,126.836647
553,2014-03-01,2014,3,광주광역시,683278.0,2939.0,35.15484,126.836647
554,2015-03-01,2015,3,광주광역시,686980.0,2949.0,35.15484,126.836647
555,2016-03-01,2016,3,광주광역시,714023.0,2937.0,35.15484,126.836647
556,2017-03-01,2017,3,광주광역시,717911.0,2929.0,35.15484,126.836647
557,2018-03-01,2018,3,광주광역시,698660.0,2918.0,35.15484,126.836647
558,2019-03-01,2019,3,광주광역시,682608.0,2912.0,35.15484,126.836647
559,2020-03-01,2020,3,광주광역시,696886.0,2905.0,35.15484,126.836647
560,2021-03-01,2021,3,광주광역시,697761.0,2885.0,35.15484,126.836647
561,2011-04-01,2011,4,광주광역시,669154.0,2911.0,35.15484,126.836647
562,2012-04-01,2012,4,광주광역시,675943.0,2927.0,35.15484,126.836647
563,2013-04-01,2013,4,광주광역시,682512.0,2936.0,35.15484,126.836647
564,2014-04-01,2014,4,광주광역시,671402.0,2937.0,35.15484,126.836647
565,2015-04-01,2015,4,광주광역시,682684.0,2949.0,35.15484,126.836647
566,2016-04-01,2016,4,광주광역시,675078.0,2937.0,35.15484,126.836647
567,2017-04-01,2017,4,광주광역시,698719.0,2928.0,35.15484,126.836647
568,2018-04-01,2018,4,광주광역시,685493.0,2916.0,35.15484,126.836647
569,2019-04-01,2019,4,광주광역시,706907.0,2912.0,35.15484,126.836647
570,2020-04-01,2020,4,광주광역시,660659.0,2906.0,35.15484,126.836647
571,2021-04-01,2021,4,광주광역시,696052.0,2883.0,35.15484,126.836647
572,2011-05-01,2011,5,광주광역시,615840.0,2913.0,35.15484,126.836647
573,2012-05-01,2012,5,광주광역시,626117.0,2927.0,35.15484,126.836647
574,2013-05-01,2013,5,광주광역시,637641.0,2937.0,35.15484,126.836647
575,2014-05-01,2014,5,광주광역시,623437.0,2941.0,35.15484,126.836647
576,2015-05-01,2015,5,광주광역시,628402.0,2948.0,35.15484,126.836647
577,2016-05-01,2016,5,광주광역시,630983.0,2938.0,35.15484,126.836647
578,2017-05-01,2017,5,광주광역시,634699.0,2927.0,35.15484,126.836647
579,2018-05-01,2018,5,광주광역시,648945.0,2915.0,35.15484,126.836647
580,2019-05-01,2019,5,광주광역시,653102.0,2912.0,35.15484,126.836647
581,2020-05-01,2020,5,광주광역시,610865.0,2905.0,35.15484,126.836647
582,2021-05-01,2021,5,광주광역시,659751.0,2880.0,35.15484,126.836647
583,2011-06-01,2011,6,광주광역시,626417.0,2913.0,35.15484,126.836647
584,2012-06-01,2012,6,광주광역시,628135.0,2926.0,35.15484,126.836647
585,2013-06-01,2013,6,광주광역시,654744.0,2937.0,35.15484,126.836647
586,2014-06-01,2014,6,광주광역시,651234.0,2943.0,35.15484,126.836647
587,2015-06-01,2015,6,광주광역시,645195.0,2948.0,35.15484,126.836647
588,2016-06-01,2016,6,광주광역시,675463.0,2938.0,35.15484,126.836647
589,2017-06-01,2017,6,광주광역시,677388.0,2927.0,35.15484,126.836647
590,2018-06-01,2018,6,광주광역시,688052.0,2915.0,35.15484,126.836647
591,2019-06-01,2019,6,광주광역시,673983.0,2912.0,35.15484,126.836647
592,2020-06-01,2020,6,광주광역시,685306.0,2904.0,35.15484,126.836647
593,2021-06-01,2021,6,광주광역시,713735.0,2879.0,35.15484,126.836647
594,2011-07-01,2011,7,광주광역시,674555.0,2916.0,35.15484,126.836647
595,2012-07-01,2012,7,광주광역시,660058.0,2928.0,35.15484,126.836647
596,2013-07-01,2013,7,광주광역시,707543.0,2938.0,35.15484,126.836647
597,2014-07-01,2014,7,광주광역시,692995.0,2945.0,35.15484,126.836647
598,2015-07-01,2015,7,광주광역시,714512.0,2947.0,35.15484,126.836647
599,2016-07-01,2016,7,광주광역시,731855.0,2939.0,35.15484,126.836647
600,2017-07-01,2017,7,광주광역시,761988.0,2926.0,35.15484,126.836647
601,2018-07-01,2018,7,광주광역시,753263.0,2916.0,35.15484,126.836647
602,2019-07-01,2019,7,광주광역시,726581.0,2913.0,35.15484,126.836647
603,2020-07-01,2020,7,광주광역시,723738.0,2903.0,35.15484,126.836647
604,2021-07-01,2021,7,광주광역시,790946.0,2879.0,35.15484,126.836647
605,2011-08-01,2011,8,광주광역시,712046.0,2919.0,35.15484,126.836647
606,2012-08-01,2012,8,광주광역시,734889.0,2930.0,35.15484,126.836647
607,2013-08-01,2013,8,광주광역시,773392.0,2939.0,35.15484,126.836647
608,2014-08-01,2014,8,광주광역시,717104.0,2947.0,35.15484,126.836647
609,2015-08-01,2015,8,광주광역시,754560.0,2946.0,35.15484,126.836647
610,2016-08-01,2016,8,광주광역시,813713.0,2938.0,35.15484,126.836647
611,2017-08-01,2017,8,광주광역시,833272.0,2927.0,35.15484,126.836647
612,2018-08-01,2018,8,광주광역시,893915.0,2917.0,35.15484,126.836647
613,2019-08-01,2019,8,광주광역시,821995.0,2913.0,35.15484,126.836647
614,2020-08-01,2020,8,광주광역시,785930.0,2902.0,35.15484,126.836647
615,2021-08-01,2021,8,광주광역시,876521.0,2878.0,35.15484,126.836647
616,2011-09-01,2011,9,광주광역시,673056.0,2921.0,35.15484,126.836647
617,2012-09-01,2012,9,광주광역시,671096.0,2931.0,35.15484,126.836647
618,2013-09-01,2013,9,광주광역시,702556.0,2940.0,35.15484,126.836647
619,2014-09-01,2014,9,광주광역시,668280.0,2949.0,35.15484,126.836647
620,2015-09-01,2015,9,광주광역시,696736.0,2945.0,35.15484,126.836647
621,2016-09-01,2016,9,광주광역시,742389.0,2938.0,35.15484,126.836647
622,2017-09-01,2017,9,광주광역시,758365.0,2927.0,35.15484,126.836647
623,2018-09-01,2018,9,광주광역시,765904.0,2917.0,35.15484,126.836647
624,2019-09-01,2019,9,광주광역시,756642.0,2913.0,35.15484,126.836647
625,2020-09-01,2020,9,광주광역시,810366.0,2902.0,35.15484,126.836647
626,2021-09-01,2021,9,광주광역시,781758.0,2879.0,35.15484,126.836647
627,2011-10-01,2011,10,광주광역시,618928.0,2922.0,35.15484,126.836647
628,2012-10-01,2012,10,광주광역시,599532.0,2933.0,35.15484,126.836647
629,2013-10-01,2013,10,광주광역시,630561.0,2941.0,35.15484,126.836647
630,2014-10-01,2014,10,광주광역시,629549.0,2949.0,35.15484,126.836647
631,2015-10-01,2015,10,광주광역시,637335.0,2943.0,35.15484,126.836647
632,2016-10-01,2016,10,광주광역시,650524.0,2937.0,35.15484,126.836647
633,2017-10-01,2017,10,광주광역시,631753.0,2927.0,35.15484,126.836647
634,2018-10-01,2018,10,광주광역시,644127.0,2917.0,35.15484,126.836647
635,2019-10-01,2019,10,광주광역시,663822.0,2912.0,35.15484,126.836647
636,2020-10-01,2020,10,광주광역시,644709.0,2900.0,35.15484,126.836647
637,2021-10-01,2021,10,광주광역시,705604.0,2879.0,35.15484,126.836647
638,2011-11-01,2011,11,광주광역시,635724.0,2923.0,35.15484,126.836647
639,2012-11-01,2012,11,광주광역시,656591.0,2935.0,35.15484,126.836647
640,2013-11-01,2013,11,광주광역시,653890.0,2941.0,35.15484,126.836647
641,2014-11-01,2014,11,광주광역시,655913.0,2950.0,35.15484,126.836647
642,2015-11-01,2015,11,광주광역시,660658.0,2943.0,35.15484,126.836647
643,2016-11-01,2016,11,광주광역시,679694.0,2936.0,35.15484,126.836647
644,2017-11-01,2017,11,광주광역시,680055.0,2926.0,35.15484,126.836647
645,2018-11-01,2018,11,광주광역시,672600.0,2916.0,35.15484,126.836647
646,2019-11-01,2019,11,광주광역시,663133.0,2912.0,35.15484,126.836647
647,2020-11-01,2020,11,광주광역시,681435.0,2898.0,35.15484,126.836647
648,2021-11-01,2021,11,광주광역시,710814.0,2878.0,35.15484,126.836647
649,2011-12-01,2011,12,광주광역시,674224.0,2921.0,35.15484,126.836647
650,2012-12-01,2012,12,광주광역시,708574.0,2932.0,35.15484,126.836647
651,2013-12-01,2013,12,광주광역시,715191.0,2939.0,35.15484,126.836647
652,2014-12-01,2014,12,광주광역시,726392.0,2945.0,35.15484,126.836647
653,2015-12-01,2015,12,광주광역시,708920.0,2938.0,35.15484,126.836647
654,2016-12-01,2016,12,광주광역시,734270.0,2932.0,35.15484,126.836647
655,2017-12-01,2017,12,광주광역시,751019.0,2921.0,35.15484,126.836647
656,2018-12-01,2018,12,광주광역시,716811.0,2912.0,35.15484,126.836647
657,2019-12-01,2019,12,광주광역시,711251.0,2907.0,35.15484,126.836647
658,2020-12-01,2020,12,광주광역시,734615.0,2894.0,35.15484,126.836647
659,2021-12-01,2021,12,광주광역시,761414.0,2877.0,35.15484,126.836647
660,2011-01-01,2011,1,대구광역시,1418812.0,2841.0,35.825757,128.576897
661,2012-01-01,2012,1,대구광역시,1386340.0,2837.0,35.825757,128.576897
662,2013-01-01,2013,1,대구광역시,1437877.0,2836.0,35.825757,128.576897
663,2014-01-01,2014,1,대구광역시,1377672.0,2830.0,35.825757,128.576897
664,2015-01-01,2015,1,대구광역시,1417385.0,2819.0,35.825757,128.576897
665,2016-01-01,2016,1,대구광역시,1371791.0,2814.0,35.825757,128.576897
666,2017-01-01,2017,1,대구광역시,1391376.0,2810.0,35.825757,128.576897
667,2018-01-01,2018,1,대구광역시,1465797.0,2798.0,35.825757,128.576897
668,2019-01-01,2019,1,대구광역시,1437112.0,2783.0,35.825757,128.576897
669,2020-01-01,2020,1,대구광역시,1361827.0,2759.0,35.825757,128.576897
670,2021-01-01,2021,1,대구광역시,1443838.0,2732.0,35.825757,128.576897
671,2011-02-01,2011,2,대구광역시,1336667.0,2841.0,35.825757,128.576897
672,2012-02-01,2012,2,대구광역시,1375774.0,2837.0,35.825757,128.576897
673,2013-02-01,2013,2,대구광역시,1336301.0,2836.0,35.825757,128.576897
674,2014-02-01,2014,2,대구광역시,1314569.0,2828.0,35.825757,128.576897
675,2015-02-01,2015,2,대구광역시,1344788.0,2819.0,35.825757,128.576897
676,2016-02-01,2016,2,대구광역시,1364933.0,2812.0,35.825757,128.576897
677,2017-02-01,2017,2,대구광역시,1375375.0,2810.0,35.825757,128.576897
678,2018-02-01,2018,2,대구광역시,1433194.0,2798.0,35.825757,128.576897
679,2019-02-01,2019,2,대구광역시,1327236.0,2780.0,35.825757,128.576897
680,2020-02-01,2020,2,대구광역시,1314568.0,2755.0,35.825757,128.576897
681,2021-02-01,2021,2,대구광역시,1342988.0,2729.0,35.825757,128.576897
682,2011-03-01,2011,3,대구광역시,1234507.0,2840.0,35.825757,128.576897
683,2012-03-01,2012,3,대구광역시,1281521.0,2836.0,35.825757,128.576897
684,2013-03-01,2013,3,대구광역시,1214829.0,2836.0,35.825757,128.576897
685,2014-03-01,2014,3,대구광역시,1246283.0,2829.0,35.825757,128.576897
686,2015-03-01,2015,3,대구광역시,1233059.0,2818.0,35.825757,128.576897
687,2016-03-01,2016,3,대구광역시,1281266.0,2812.0,35.825757,128.576897
688,2017-03-01,2017,3,대구광역시,1263786.0,2809.0,35.825757,128.576897
689,2018-03-01,2018,3,대구광역시,1253100.0,2796.0,35.825757,128.576897
690,2019-03-01,2019,3,대구광역시,1213326.0,2778.0,35.825757,128.576897
691,2020-03-01,2020,3,대구광역시,1200565.0,2756.0,35.825757,128.576897
692,2021-03-01,2021,3,대구광역시,1222748.0,2724.0,35.825757,128.576897
693,2011-04-01,2011,4,대구광역시,1216588.0,2840.0,35.825757,128.576897
694,2012-04-01,2012,4,대구광역시,1229268.0,2836.0,35.825757,128.576897
695,2013-04-01,2013,4,대구광역시,1220101.0,2836.0,35.825757,128.576897
696,2014-04-01,2014,4,대구광역시,1222595.0,2827.0,35.825757,128.576897
697,2015-04-01,2015,4,대구광역시,1244033.0,2818.0,35.825757,128.576897
698,2016-04-01,2016,4,대구광역시,1216827.0,2811.0,35.825757,128.576897
699,2017-04-01,2017,4,대구광역시,1234859.0,2808.0,35.825757,128.576897
700,2018-04-01,2018,4,대구광역시,1230455.0,2795.0,35.825757,128.576897
701,2019-04-01,2019,4,대구광역시,1228571.0,2776.0,35.825757,128.576897
702,2020-04-01,2020,4,대구광역시,1137812.0,2753.0,35.825757,128.576897
703,2021-04-01,2021,4,대구광역시,1210022.0,2722.0,35.825757,128.576897
704,2011-05-01,2011,5,대구광역시,1126409.0,2840.0,35.825757,128.576897
705,2012-05-01,2012,5,대구광역시,1135952.0,2835.0,35.825757,128.576897
706,2013-05-01,2013,5,대구광역시,1166224.0,2837.0,35.825757,128.576897
707,2014-05-01,2014,5,대구광역시,1143206.0,2826.0,35.825757,128.576897
708,2015-05-01,2015,5,대구광역시,1149079.0,2818.0,35.825757,128.576897
709,2016-05-01,2016,5,대구광역시,1143952.0,2811.0,35.825757,128.576897
710,2017-05-01,2017,5,대구광역시,1147637.0,2808.0,35.825757,128.576897
711,2018-05-01,2018,5,대구광역시,1176277.0,2794.0,35.825757,128.576897
712,2019-05-01,2019,5,대구광역시,1170519.0,2774.0,35.825757,128.576897
713,2020-05-01,2020,5,대구광역시,1044272.0,2750.0,35.825757,128.576897
714,2021-05-01,2021,5,대구광역시,1153415.0,2718.0,35.825757,128.576897
715,2011-06-01,2011,6,대구광역시,1163368.0,2839.0,35.825757,128.576897
716,2012-06-01,2012,6,대구광역시,1160770.0,2835.0,35.825757,128.576897
717,2013-06-01,2013,6,대구광역시,1175504.0,2835.0,35.825757,128.576897
718,2014-06-01,2014,6,대구광역시,1182480.0,2826.0,35.825757,128.576897
719,2015-06-01,2015,6,대구광역시,1203042.0,2818.0,35.825757,128.576897
720,2016-06-01,2016,6,대구광역시,1210881.0,2810.0,35.825757,128.576897
721,2017-06-01,2017,6,대구광역시,1218416.0,2807.0,35.825757,128.576897
722,2018-06-01,2018,6,대구광역시,1232515.0,2793.0,35.825757,128.576897
723,2019-06-01,2019,6,대구광역시,1204862.0,2772.0,35.825757,128.576897
724,2020-06-01,2020,6,대구광역시,1149699.0,2749.0,35.825757,128.576897
725,2021-06-01,2021,6,대구광역시,1232554.0,2712.0,35.825757,128.576897
726,2011-07-01,2011,7,대구광역시,1243303.0,2839.0,35.825757,128.576897
727,2012-07-01,2012,7,대구광역시,1214720.0,2835.0,35.825757,128.576897
728,2013-07-01,2013,7,대구광역시,1272957.0,2835.0,35.825757,128.576897
729,2014-07-01,2014,7,대구광역시,1255757.0,2825.0,35.825757,128.576897
730,2015-07-01,2015,7,대구광역시,1224159.0,2817.0,35.825757,128.576897
731,2016-07-01,2016,7,대구광역시,1282697.0,2810.0,35.825757,128.576897
732,2017-07-01,2017,7,대구광역시,1349359.0,2807.0,35.825757,128.576897
733,2018-07-01,2018,7,대구광역시,1342336.0,2792.0,35.825757,128.576897
734,2019-07-01,2019,7,대구광역시,1273370.0,2769.0,35.825757,128.576897
735,2020-07-01,2020,7,대구광역시,1221759.0,2749.0,35.825757,128.576897
736,2021-07-01,2021,7,대구광역시,1344663.0,2710.0,35.825757,128.576897
737,2011-08-01,2011,8,대구광역시,1286641.0,2839.0,35.825757,128.576897
738,2012-08-01,2012,8,대구광역시,1345137.0,2836.0,35.825757,128.576897
739,2013-08-01,2013,8,대구광역시,1381189.0,2835.0,35.825757,128.576897
740,2014-08-01,2014,8,대구광역시,1273769.0,2824.0,35.825757,128.576897
741,2015-08-01,2015,8,대구광역시,1334385.0,2817.0,35.825757,128.576897
742,2016-08-01,2016,8,대구광역시,1423080.0,2811.0,35.825757,128.576897
743,2017-08-01,2017,8,대구광역시,1413997.0,2805.0,35.825757,128.576897
744,2018-08-01,2018,8,대구광역시,1565102.0,2791.0,35.825757,128.576897
745,2019-08-01,2019,8,대구광역시,1433600.0,2767.0,35.825757,128.576897
746,2020-08-01,2020,8,대구광역시,1318926.0,2749.0,35.825757,128.576897
747,2021-08-01,2021,8,대구광역시,1461379.0,2707.0,35.825757,128.576897
748,2011-09-01,2011,9,대구광역시,1211616.0,2838.0,35.825757,128.576897
749,2012-09-01,2012,9,대구광역시,1227950.0,2836.0,35.825757,128.576897
750,2013-09-01,2013,9,대구광역시,1255073.0,2835.0,35.825757,128.576897
751,2014-09-01,2014,9,대구광역시,1182542.0,2818.0,35.825757,128.576897
752,2015-09-01,2015,9,대구광역시,1226328.0,2817.0,35.825757,128.576897
753,2016-09-01,2016,9,대구광역시,1271426.0,2811.0,35.825757,128.576897
754,2017-09-01,2017,9,대구광역시,1306140.0,2803.0,35.825757,128.576897
755,2018-09-01,2018,9,대구광역시,1309344.0,2790.0,35.825757,128.576897
756,2019-09-01,2019,9,대구광역시,1314078.0,2766.0,35.825757,128.576897
757,2020-09-01,2020,9,대구광역시,1398370.0,2748.0,35.825757,128.576897
758,2021-09-01,2021,9,대구광역시,1301387.0,2706.0,35.825757,128.576897
759,2011-10-01,2011,10,대구광역시,1125749.0,2838.0,35.825757,128.576897
760,2012-10-01,2012,10,대구광역시,1084282.0,2836.0,35.825757,128.576897
761,2013-10-01,2013,10,대구광역시,1126448.0,2835.0,35.825757,128.576897
762,2014-10-01,2014,10,대구광역시,1147482.0,2820.0,35.825757,128.576897
763,2015-10-01,2015,10,대구광역시,1119902.0,2816.0,35.825757,128.576897
764,2016-10-01,2016,10,대구광역시,1155560.0,2811.0,35.825757,128.576897
765,2017-10-01,2017,10,대구광역시,1107848.0,2802.0,35.825757,128.576897
766,2018-10-01,2018,10,대구광역시,1136572.0,2788.0,35.825757,128.576897
767,2019-10-01,2019,10,대구광역시,1189613.0,2764.0,35.825757,128.576897
768,2020-10-01,2020,10,대구광역시,1102514.0,2745.0,35.825757,128.576897
769,2021-10-01,2021,10,대구광역시,1175079.0,2704.0,35.825757,128.576897
770,2011-11-01,2011,11,대구광역시,1176821.0,2838.0,35.825757,128.576897
771,2012-11-01,2012,11,대구광역시,1190760.0,2837.0,35.825757,128.576897
772,2013-11-01,2013,11,대구광역시,1189890.0,2834.0,35.825757,128.576897
773,2014-11-01,2014,11,대구광역시,1190355.0,2821.0,35.825757,128.576897
774,2015-11-01,2015,11,대구광역시,1179855.0,2815.0,35.825757,128.576897
775,2016-11-01,2016,11,대구광역시,1224999.0,2811.0,35.825757,128.576897
776,2017-11-01,2017,11,대구광역시,1220287.0,2801.0,35.825757,128.576897
777,2018-11-01,2018,11,대구광역시,1210936.0,2787.0,35.825757,128.576897
778,2019-11-01,2019,11,대구광역시,1181452.0,2761.0,35.825757,128.576897
779,2020-11-01,2020,11,대구광역시,1190723.0,2742.0,35.825757,128.576897
780,2021-11-01,2021,11,대구광역시,1221063.0,2701.0,35.825757,128.576897
781,2011-12-01,2011,12,대구광역시,1281465.0,2836.0,35.825757,128.576897
782,2012-12-01,2012,12,대구광역시,1322485.0,2834.0,35.825757,128.576897
783,2013-12-01,2013,12,대구광역시,1303660.0,2833.0,35.825757,128.576897
784,2014-12-01,2014,12,대구광역시,1322076.0,2820.0,35.825757,128.576897
785,2015-12-01,2015,12,대구광역시,1271693.0,2814.0,35.825757,128.576897
786,2016-12-01,2016,12,대구광역시,1320700.0,2810.0,35.825757,128.576897
787,2017-12-01,2017,12,대구광역시,1357294.0,2800.0,35.825757,128.576897
788,2018-12-01,2018,12,대구광역시,1320121.0,2784.0,35.825757,128.576897
789,2019-12-01,2019,12,대구광역시,1291844.0,2757.0,35.825757,128.576897
790,2020-12-01,2020,12,대구광역시,1317533.0,2738.0,35.825757,128.576897
791,2021-12-01,2021,12,대구광역시,1334812.0,2698.0,35.825757,128.576897
792,2011-01-01,2011,1,대전광역시,877248.0,2786.0,36.339403,127.396923
793,2012-01-01,2012,1,대전광역시,849569.0,2809.0,36.339403,127.396923
794,2013-01-01,2013,1,대전광역시,889173.0,2825.0,36.339403,127.396923
795,2014-01-01,2014,1,대전광역시,841296.0,2845.0,36.339403,127.396923
796,2015-01-01,2015,1,대전광역시,875517.0,2840.0,36.339403,127.396923
797,2016-01-01,2016,1,대전광역시,846242.0,2816.0,36.339403,127.396923
798,2017-01-01,2017,1,대전광역시,848529.0,2809.0,36.339403,127.396923
799,2018-01-01,2018,1,대전광역시,905302.0,2780.0,36.339403,127.396923
800,2019-01-01,2019,1,대전광역시,884590.0,2756.0,36.339403,127.396923
801,2020-01-01,2020,1,대전광역시,853129.0,2729.0,36.339403,127.396923
802,2021-01-01,2021,1,대전광역시,912804.0,2709.0,36.339403,127.396923
803,2011-02-01,2011,2,대전광역시,825822.0,2789.0,36.339403,127.396923
804,2012-02-01,2012,2,대전광역시,846326.0,2812.0,36.339403,127.396923
805,2013-02-01,2013,2,대전광역시,824259.0,2828.0,36.339403,127.396923
806,2014-02-01,2014,2,대전광역시,806306.0,2846.0,36.339403,127.396923
807,2015-02-01,2015,2,대전광역시,815725.0,2837.0,36.339403,127.396923
808,2016-02-01,2016,2,대전광역시,844537.0,2815.0,36.339403,127.396923
809,2017-02-01,2017,2,대전광역시,848651.0,2808.0,36.339403,127.396923
810,2018-02-01,2018,2,대전광역시,885432.0,2776.0,36.339403,127.396923
811,2019-02-01,2019,2,대전광역시,814190.0,2754.0,36.339403,127.396923
812,2020-02-01,2020,2,대전광역시,830839.0,2728.0,36.339403,127.396923
813,2021-02-01,2021,2,대전광역시,847141.0,2707.0,36.339403,127.396923
814,2011-03-01,2011,3,대전광역시,757165.0,2790.0,36.339403,127.396923
815,2012-03-01,2012,3,대전광역시,785989.0,2813.0,36.339403,127.396923
816,2013-03-01,2013,3,대전광역시,752100.0,2829.0,36.339403,127.396923
817,2014-03-01,2014,3,대전광역시,757265.0,2847.0,36.339403,127.396923
818,2015-03-01,2015,3,대전광역시,761115.0,2835.0,36.339403,127.396923
819,2016-03-01,2016,3,대전광역시,790757.0,2814.0,36.339403,127.396923
820,2017-03-01,2017,3,대전광역시,779387.0,2805.0,36.339403,127.396923
821,2018-03-01,2018,3,대전광역시,784247.0,2773.0,36.339403,127.396923
822,2019-03-01,2019,3,대전광역시,759955.0,2753.0,36.339403,127.396923
823,2020-03-01,2020,3,대전광역시,771329.0,2725.0,36.339403,127.396923
824,2021-03-01,2021,3,대전광역시,771955.0,2700.0,36.339403,127.396923
825,2011-04-01,2011,4,대전광역시,739750.0,2792.0,36.339403,127.396923
826,2012-04-01,2012,4,대전광역시,745833.0,2815.0,36.339403,127.396923
827,2013-04-01,2013,4,대전광역시,744219.0,2830.0,36.339403,127.396923
828,2014-04-01,2014,4,대전광역시,732896.0,2848.0,36.339403,127.396923
829,2015-04-01,2015,4,대전광역시,746537.0,2833.0,36.339403,127.396923
830,2016-04-01,2016,4,대전광역시,738081.0,2814.0,36.339403,127.396923
831,2017-04-01,2017,4,대전광역시,748954.0,2804.0,36.339403,127.396923
832,2018-04-01,2018,4,대전광역시,752264.0,2770.0,36.339403,127.396923
833,2019-04-01,2019,4,대전광역시,753138.0,2750.0,36.339403,127.396923
834,2020-04-01,2020,4,대전광역시,720330.0,2725.0,36.339403,127.396923
835,2021-04-01,2021,4,대전광역시,751324.0,2699.0,36.339403,127.396923
836,2011-05-01,2011,5,대전광역시,685169.0,2794.0,36.339403,127.396923
837,2012-05-01,2012,5,대전광역시,689589.0,2817.0,36.339403,127.396923
838,2013-05-01,2013,5,대전광역시,706844.0,2831.0,36.339403,127.396923
839,2014-05-01,2014,5,대전광역시,690037.0,2848.0,36.339403,127.396923
840,2015-05-01,2015,5,대전광역시,698243.0,2832.0,36.339403,127.396923
841,2016-05-01,2016,5,대전광역시,705223.0,2813.0,36.339403,127.396923
842,2017-05-01,2017,5,대전광역시,700348.0,2800.0,36.339403,127.396923
843,2018-05-01,2018,5,대전광역시,719715.0,2768.0,36.339403,127.396923
844,2019-05-01,2019,5,대전광역시,707813.0,2748.0,36.339403,127.396923
845,2020-05-01,2020,5,대전광역시,685457.0,2725.0,36.339403,127.396923
846,2021-05-01,2021,5,대전광역시,708974.0,2698.0,36.339403,127.396923
847,2011-06-01,2011,6,대전광역시,710217.0,2796.0,36.339403,127.396923
848,2012-06-01,2012,6,대전광역시,711321.0,2819.0,36.339403,127.396923
849,2013-06-01,2013,6,대전광역시,726457.0,2832.0,36.339403,127.396923
850,2014-06-01,2014,6,대전광역시,725186.0,2849.0,36.339403,127.396923
851,2015-06-01,2015,6,대전광역시,735488.0,2830.0,36.339403,127.396923
852,2016-06-01,2016,6,대전광역시,751192.0,2813.0,36.339403,127.396923
853,2017-06-01,2017,6,대전광역시,741221.0,2798.0,36.339403,127.396923
854,2018-06-01,2018,6,대전광역시,758538.0,2768.0,36.339403,127.396923
855,2019-06-01,2019,6,대전광역시,732298.0,2746.0,36.339403,127.396923
856,2020-06-01,2020,6,대전광역시,756242.0,2724.0,36.339403,127.396923
857,2021-06-01,2021,6,대전광역시,774709.0,2696.0,36.339403,127.396923
858,2011-07-01,2011,7,대전광역시,764457.0,2797.0,36.339403,127.396923
859,2012-07-01,2012,7,대전광역시,752158.0,2819.0,36.339403,127.396923
860,2013-07-01,2013,7,대전광역시,781617.0,2833.0,36.339403,127.396923
861,2014-07-01,2014,7,대전광역시,782699.0,2850.0,36.339403,127.396923
